Time,Current,Voltage,True_SoC
0.0,5.0,4.023182926678341,0.9997106481481481
1.0,5.0,4.021542798786373,0.9994212962962963
2.0,5.0,4.02995681100869,0.9991319444444444
3.0,5.0,4.025111441930659,0.9988425925925926
4.0,5.0,4.026605344227528,0.9985532407407407
5.0,5.0,4.027744852331377,0.9982638888888888
6.0,5.0,4.019647948980332,0.9979745370370371
7.0,5.0,4.01502635859929,0.997685185185185
8.0,5.0,4.028714237849998,0.9973958333333331
9.0,5.0,4.0176413005031,0.9971064814814813
10.0,5.0,4.018500270290509,0.9968171296296294
11.0,5.0,4.0206295635389235,0.9965277777777776
12.0,5.0,4.023588152197228,0.9962384259259259
13.0,5.0,4.028713703916712,0.9959490740740741
14.0,5.0,4.022230009833809,0.9956597222222222
15.0,5.0,4.018713436743022,0.9953703703703703
16.0,5.0,4.020780096941786,0.9950810185185185
17.0,5.0,4.020568991441225,0.9947916666666666
18.0,5.0,4.019569536269762,0.9945023148148148
19.0,5.0,4.005786407013758,0.9942129629629629
20.0,5.0,4.013479933759663,0.9939236111111112
21.0,5.0,4.012560982564179,0.9936342592592593
22.0,5.0,4.0166431254514485,0.9933449074074074
23.0,5.0,4.0183626282288865,0.9930555555555556
24.0,5.0,4.014977016556054,0.9927662037037037
25.0,5.0,4.008415965246509,0.9924768518518519
26.0,5.0,4.013064066883147,0.9921875
27.0,5.0,4.013601787140026,0.9918981481481481
28.0,5.0,4.011457140035497,0.9916087962962963
29.0,5.0,4.017116632380786,0.9913194444444444
30.0,5.0,4.011647627880871,0.9910300925925926
31.0,5.0,4.012470559517197,0.9907407407407407
32.0,5.0,4.021140548390615,0.9904513888888888
33.0,5.0,4.000825360909656,0.9901620370370371
34.0,5.0,4.0028457846521075,0.9898726851851852
35.0,5.0,4.010128216272126,0.9895833333333334
36.0,5.0,4.009622713766758,0.9892939814814815
37.0,5.0,4.005663106130552,0.9890046296296297
38.0,5.0,4.013336302047952,0.9887152777777778
39.0,5.0,4.0053788359413485,0.9884259259259259
40.0,5.0,4.009357931587036,0.9881365740740741
41.0,5.0,3.997561510108746,0.9878472222222222
42.0,5.0,3.9995838037103573,0.9875578703703703
43.0,5.0,4.013288011598027,0.9872685185185185
44.0,5.0,4.006427270764212,0.9869791666666666
45.0,5.0,4.009483870159784,0.9866898148148148
46.0,5.0,4.0044385570052965,0.9864004629629629
47.0,5.0,4.005646661564763,0.9861111111111112
48.0,5.0,4.003950117453324,0.9858217592592593
49.0,5.0,4.005348076692755,0.9855324074074072
50.0,5.0,4.008345582120029,0.9852430555555556
51.0,5.0,3.998299684100366,0.9849537037037035
52.0,5.0,4.007339821341778,0.9846643518518516
53.0,5.0,4.002471390907968,0.9843749999999998
54.0,5.0,4.005247202764634,0.9840856481481479
55.0,5.0,4.004921632982836,0.9837962962962961
56.0,5.0,4.008605310307111,0.9835069444444442
57.0,5.0,4.007435885751848,0.9832175925925923
58.0,5.0,4.003879970094859,0.9829282407407405
59.0,5.0,4.001114884190803,0.9826388888888885
60.0,5.0,4.004385746299777,0.9823495370370369
61.0,5.0,4.00332748143977,0.9820601851851848
62.0,5.0,3.9990346940990795,0.9817708333333329
63.0,5.0,3.9984736211915624,0.9814814814814811
64.0,5.0,3.998423168603632,0.9811921296296292
65.0,5.0,4.007810442494731,0.9809027777777773
66.0,5.0,3.999746432207825,0.9806134259259255
67.0,5.0,4.001018993741084,0.9803240740740736
68.0,5.0,3.995356839136174,0.9800347222222218
69.0,5.0,3.9977664693430968,0.9797453703703699
70.0,5.0,3.9981333617682484,0.9794560185185179
71.0,5.0,3.994495328441467,0.9791666666666663
72.0,5.0,3.9996639623597114,0.9788773148148142
73.0,5.0,3.996522485730539,0.9785879629629624
74.0,5.0,4.001487364648265,0.9782986111111105
75.0,5.0,3.9886883425402417,0.9780092592592586
76.0,5.0,4.000658092861057,0.9777199074074068
77.0,5.0,3.983599975024467,0.9774305555555549
78.0,5.0,3.994348551825179,0.977141203703703
79.0,5.0,3.993081801517323,0.9768518518518512
80.0,5.0,4.00677883248307,0.9765624999999993
81.0,5.0,4.002881816083416,0.9762731481481477
82.0,5.0,3.995523339959566,0.9759837962962958
83.0,5.0,3.993204215751003,0.975694444444444
84.0,5.0,3.9902663069602853,0.975405092592592
85.0,5.0,3.9975841792334568,0.9751157407407401
86.0,5.0,4.005579194956683,0.9748263888888883
87.0,5.0,3.995822125692612,0.9745370370370364
88.0,5.0,3.990277040614784,0.9742476851851846
89.0,5.0,3.9983431565922523,0.9739583333333327
90.0,5.0,3.985618764596348,0.9736689814814808
91.0,5.0,3.980354323941947,0.973379629629629
92.0,5.0,3.998480641700295,0.9730902777777771
93.0,5.0,3.9867513584397476,0.9728009259259253
94.0,5.0,3.991960512875187,0.9725115740740734
95.0,5.0,3.9943469959691598,0.9722222222222218
96.0,5.0,3.9830776465421067,0.9719328703703699
97.0,5.0,3.9936122357674044,0.971643518518518
98.0,5.0,3.9884390774286596,0.9713541666666663
99.0,5.0,3.9951566025838243,0.9710648148148144
100.0,5.0,3.9898359745864176,0.9707754629629626
101.0,5.0,3.989175753527176,0.9704861111111107
102.0,5.0,3.9846045407680184,0.9701967592592589
103.0,5.0,3.989095842859166,0.969907407407407
104.0,5.0,3.9835782766226617,0.9696180555555549
105.0,5.0,3.9951539040433146,0.969328703703703
106.0,5.0,3.986136628024275,0.9690393518518512
107.0,5.0,3.9881991128007765,0.9687499999999996
108.0,5.0,3.986857493448161,0.9684606481481477
109.0,5.0,3.9883311930541896,0.9681712962962958
110.0,5.0,3.9841184400860734,0.967881944444444
111.0,5.0,3.9802729752703736,0.9675925925925922
112.0,5.0,3.9713213053782837,0.9673032407407404
113.0,5.0,3.9726307723639627,0.9670138888888885
114.0,5.0,3.984414851211822,0.9667245370370366
115.0,5.0,3.973843343791678,0.9664351851851848
116.0,5.0,3.98033555278905,0.9661458333333329
117.0,5.0,3.9772030415971007,0.9658564814814811
118.0,5.0,3.9781365380209843,0.9655671296296292
119.0,5.0,3.9820827565263017,0.9652777777777773
120.0,5.0,3.9738602968746437,0.9649884259259255
121.0,5.0,3.984549732645796,0.9646990740740736
122.0,5.0,3.9720857630050124,0.9644097222222218
123.0,5.0,3.9795772475589475,0.9641203703703699
124.0,5.0,3.9723888555865763,0.963831018518518
125.0,5.0,3.9751308293477043,0.9635416666666663
126.0,5.0,3.981114528404381,0.9632523148148144
127.0,5.0,3.974630718343069,0.9629629629629628
128.0,5.0,3.98178510815532,0.9626736111111109
129.0,5.0,3.984670065994993,0.9623842592592591
130.0,5.0,3.971956740093126,0.9620949074074072
131.0,5.0,3.965489096953164,0.9618055555555554
132.0,5.0,3.9733225240008663,0.9615162037037035
133.0,5.0,3.981227962824253,0.9612268518518516
134.0,5.0,3.9746921518098084,0.9609374999999998
135.0,5.0,3.9671729548827304,0.9606481481481479
136.0,5.0,3.9739974211779727,0.9603587962962961
137.0,5.0,3.978294522377529,0.9600694444444442
138.0,5.0,3.984120746037148,0.9597800925925923
139.0,5.0,3.9678394033152253,0.9594907407407405
140.0,5.0,3.9601843482445447,0.9592013888888887
141.0,5.0,3.9717558337472956,0.9589120370370369
142.0,5.0,3.9760465241192318,0.958622685185185
143.0,5.0,3.9732670187463963,0.9583333333333331
144.0,5.0,3.966492870485826,0.9580439814814813
145.0,5.0,3.9681341285828577,0.9577546296296294
146.0,5.0,3.967417263819927,0.9574652777777776
147.0,5.0,3.9777833879307303,0.9571759259259257
148.0,5.0,3.9741305179565596,0.9568865740740738
149.0,5.0,3.970337319721717,0.956597222222222
150.0,5.0,3.9596998134150083,0.9563078703703701
151.0,5.0,3.968872450785577,0.9560185185185183
152.0,5.0,3.9604562225339026,0.9557291666666664
153.0,5.0,3.9694661452215034,0.9554398148148147
154.0,5.0,3.9723321107485203,0.9551504629629629
155.0,5.0,3.968618903249586,0.9548611111111109
156.0,5.0,3.9629481022404307,0.9545717592592591
157.0,5.0,3.965445223999596,0.9542824074074072
158.0,5.0,3.967231005472851,0.9539930555555554
159.0,5.0,3.957562395623095,0.9537037037037035
160.0,5.0,3.965071658960658,0.9534143518518516
161.0,5.0,3.9660935850373593,0.9531249999999998
162.0,5.0,3.9717323307869306,0.9528356481481479
163.0,5.0,3.96139833860061,0.9525462962962961
164.0,5.0,3.9713051676367077,0.9522569444444442
165.0,5.0,3.965101712800086,0.9519675925925923
166.0,5.0,3.962015714670115,0.9516782407407405
167.0,5.0,3.962882711453446,0.9513888888888887
168.0,5.0,3.9630714266612235,0.9510995370370369
169.0,5.0,3.965012951807585,0.950810185185185
170.0,5.0,3.9669293241785,0.9505208333333331
171.0,5.0,3.9523656806565444,0.9502314814814813
172.0,5.0,3.9494714082589795,0.9499421296296294
173.0,5.0,3.964195824802089,0.9496527777777776
174.0,5.0,3.9635031530445324,0.9493634259259257
175.0,5.0,3.955874766911358,0.9490740740740741
176.0,5.0,3.9659584201467393,0.9487847222222222
177.0,5.0,3.9644732305642836,0.9484953703703703
178.0,5.0,3.954889785119333,0.9482060185185185
179.0,5.0,3.9577841192480374,0.9479166666666666
180.0,5.0,3.962585347469669,0.9476273148148148
181.0,5.0,3.9537116671705874,0.9473379629629629
182.0,5.0,3.951267612697703,0.9470486111111112
183.0,5.0,3.957501407719377,0.9467592592592593
184.0,5.0,3.954111015417811,0.9464699074074076
185.0,5.0,3.9519771315279586,0.9461805555555557
186.0,5.0,3.9598910116165844,0.9458912037037038
187.0,5.0,3.9567380554408706,0.9456018518518521
188.0,5.0,3.9519751673912373,0.9453125000000002
189.0,5.0,3.9419087200323575,0.9450231481481484
190.0,5.0,3.9613795412485726,0.9447337962962965
191.0,5.0,3.960059075280266,0.9444444444444446
192.0,5.0,3.9483544297648945,0.9441550925925928
193.0,5.0,3.953865910530401,0.9438657407407409
194.0,5.0,3.9540131081718823,0.9435763888888891
195.0,5.0,3.9454285013599595,0.9432870370370372
196.0,5.0,3.9476940547336103,0.9429976851851853
197.0,5.0,3.951058973216653,0.9427083333333336
198.0,5.0,3.957559942114008,0.9424189814814817
199.0,5.0,3.951216127030107,0.94212962962963
200.0,5.0,3.9442662128503203,0.9418402777777781
201.0,5.0,3.953548037538879,0.9415509259259262
202.0,5.0,3.946302240149042,0.9412615740740743
203.0,5.0,3.9528933160576702,0.9409722222222224
204.0,5.0,3.93950670934847,0.9406828703703706
205.0,5.0,3.957828220893663,0.9403935185185187
206.0,5.0,3.946223657789789,0.9401041666666669
207.0,5.0,3.943511944358817,0.939814814814815
208.0,5.0,3.9435796543743393,0.9395254629629631
209.0,5.0,3.9489631141828174,0.9392361111111113
210.0,5.0,3.953982774836944,0.9389467592592595
211.0,5.0,3.9396410881019164,0.9386574074074078
212.0,5.0,3.9443649820241213,0.9383680555555559
213.0,5.0,3.9486840547242172,0.938078703703704
214.0,5.0,3.9437365327743557,0.9377893518518521
215.0,5.0,3.942419010319322,0.9375000000000003
216.0,5.0,3.944323810247262,0.9372106481481485
217.0,5.0,3.9358703843193865,0.9369212962962965
218.0,5.0,3.9384151849501987,0.9366319444444446
219.0,5.0,3.9497312533788347,0.9363425925925928
220.0,5.0,3.9370026218787486,0.9360532407407409
221.0,5.0,3.9420057479387838,0.9357638888888891
222.0,5.0,3.9405450828927946,0.9354745370370372
223.0,5.0,3.927254396472115,0.9351851851851855
224.0,5.0,3.938847743199008,0.9348958333333337
225.0,5.0,3.9473575024095826,0.9346064814814818
226.0,5.0,3.9465128411262587,0.93431712962963
227.0,5.0,3.941637377195991,0.9340277777777781
228.0,5.0,3.9373185172186878,0.9337384259259263
229.0,5.0,3.938055721277421,0.9334490740740744
230.0,5.0,3.9355963230314503,0.9331597222222225
231.0,5.0,3.934969609639283,0.9328703703703706
232.0,5.0,3.941019556880648,0.9325810185185187
233.0,5.0,3.9370191566321897,0.9322916666666669
234.0,5.0,3.9296918576367954,0.932002314814815
235.0,5.0,3.9386919817098156,0.9317129629629631
236.0,5.0,3.935388889416502,0.9314236111111114
237.0,5.0,3.9373549908805283,0.9311342592592595
238.0,5.0,3.9369094719997566,0.9308449074074077
239.0,5.0,3.926278181870087,0.9305555555555558
240.0,5.0,3.928287929810195,0.9302662037037039
241.0,5.0,3.937846543678207,0.9299768518518521
242.0,5.0,3.9389409702634057,0.9296875000000002
243.0,5.0,3.9362434715744663,0.9293981481481484
244.0,5.0,3.9347427060778575,0.9291087962962965
245.0,5.0,3.9295842827389547,0.9288194444444446
246.0,5.0,3.9350366095351825,0.9285300925925928
247.0,5.0,3.9289635791042836,0.9282407407407409
248.0,5.0,3.9222650634533895,0.9279513888888891
249.0,5.0,3.9241830421002026,0.9276620370370372
250.0,5.0,3.9429725696445153,0.9273726851851853
251.0,5.0,3.9311729310704813,0.9270833333333335
252.0,5.0,3.9249093544557283,0.9267939814814816
253.0,5.0,3.9374940566525916,0.9265046296296298
254.0,5.0,3.9289188453786315,0.9262152777777779
255.0,5.0,3.934115656893395,0.925925925925926
256.0,5.0,3.9376171192362506,0.9256365740740742
257.0,5.0,3.93324335420384,0.9253472222222223
258.0,5.0,3.9376057922469547,0.9250578703703705
259.0,5.0,3.940164601295272,0.9247685185185187
260.0,5.0,3.931777015753423,0.9244791666666669
261.0,5.0,3.920651866227578,0.9241898148148149
262.0,5.0,3.925480842577275,0.923900462962963
263.0,5.0,3.9306059272699554,0.9236111111111113
264.0,5.0,3.932762700492704,0.9233217592592594
265.0,5.0,3.9227894849709273,0.9230324074074076
266.0,5.0,3.919573388112803,0.9227430555555556
267.0,5.0,3.91863325596671,0.9224537037037037
268.0,5.0,3.9308251177254245,0.9221643518518519
269.0,5.0,3.920794967199735,0.9218749999999999
270.0,5.0,3.9247806544166584,0.9215856481481481
271.0,5.0,3.9266129216057992,0.9212962962962962
272.0,5.0,3.9194703674565576,0.9210069444444444
273.0,5.0,3.9254495196397134,0.9207175925925926
274.0,5.0,3.922691387399847,0.9204282407407406
275.0,5.0,3.924541401462428,0.9201388888888887
276.0,5.0,3.9161092596554004,0.919849537037037
277.0,5.0,3.9177219810267703,0.9195601851851851
278.0,5.0,3.917023895179008,0.9192708333333333
279.0,5.0,3.9236257052576913,0.9189814814814814
280.0,5.0,3.9163742031063244,0.9186921296296295
281.0,5.0,3.923087459323472,0.9184027777777777
282.0,5.0,3.918044000103156,0.9181134259259258
283.0,5.0,3.912924870700648,0.9178240740740738
284.0,5.0,3.9217042541825573,0.917534722222222
285.0,5.0,3.9153611415186558,0.9172453703703701
286.0,5.0,3.9121415260430563,0.9169560185185183
287.0,5.0,3.9245981235266783,0.9166666666666664
288.0,5.0,3.9193446985282665,0.9163773148148147
289.0,5.0,3.9240204378088266,0.9160879629629628
290.0,5.0,3.9122403218872894,0.9157986111111109
291.0,5.0,3.9194857717330196,0.9155092592592591
292.0,5.0,3.9166925202174423,0.9152199074074071
293.0,5.0,3.9236119594511014,0.9149305555555552
294.0,5.0,3.902591538222636,0.9146412037037034
295.0,5.0,3.9160558404468624,0.9143518518518515
296.0,5.0,3.9149277696674534,0.9140624999999997
297.0,5.0,3.918966774075778,0.9137731481481478
298.0,5.0,3.908750959951962,0.913483796296296
299.0,5.0,3.910362492215985,0.9131944444444441
300.0,0.0,4.0816907607936805,0.9131944444444442
301.0,0.0,4.078582382684049,0.9131944444444442
302.0,0.0,4.081476836116628,0.9131944444444442
303.0,0.0,4.0854927556504155,0.9131944444444441
304.0,0.0,4.087138966231919,0.9131944444444441
305.0,0.0,4.084440307661648,0.9131944444444441
306.0,0.0,4.08755165879367,0.9131944444444442
307.0,0.0,4.092029931675896,0.9131944444444442
308.0,0.0,4.087300886515366,0.9131944444444442
309.0,0.0,4.08392471234301,0.9131944444444441
310.0,0.0,4.0821528048376905,0.9131944444444441
311.0,0.0,4.082459080331791,0.9131944444444441
312.0,0.0,4.089672961979725,0.9131944444444442
313.0,0.0,4.082949130285451,0.9131944444444442
314.0,0.0,4.088093707983756,0.9131944444444442
315.0,0.0,4.086789892917129,0.9131944444444441
316.0,0.0,4.0830481762610304,0.9131944444444441
317.0,0.0,4.092544265262696,0.9131944444444441
318.0,0.0,4.094029306746796,0.9131944444444442
319.0,0.0,4.082393098593362,0.9131944444444442
320.0,0.0,4.089520715215049,0.9131944444444442
321.0,0.0,4.091949890058858,0.9131944444444441
322.0,0.0,4.084207386335289,0.9131944444444441
323.0,0.0,4.092444216498063,0.9131944444444441
324.0,0.0,4.088962656705734,0.9131944444444441
325.0,0.0,4.094013250297641,0.9131944444444441
326.0,0.0,4.091350471136896,0.9131944444444441
327.0,0.0,4.079937452696885,0.9131944444444441
328.0,0.0,4.086797725858583,0.9131944444444441
329.0,0.0,4.078546053787456,0.9131944444444442
330.0,0.0,4.082897316119397,0.9131944444444442
331.0,0.0,4.093884421914021,0.9131944444444441
332.0,0.0,4.086776994573822,0.9131944444444441
333.0,0.0,4.088007644845943,0.9131944444444442
334.0,0.0,4.086328746029152,0.9131944444444442
335.0,0.0,4.0900632552029865,0.9131944444444442
336.0,0.0,4.082361511312906,0.9131944444444442
337.0,0.0,4.094211063497106,0.9131944444444442
