Q,k,c,R_s,R1,C1,_meta_loss,_meta_acc_rate,Cycle,RMSE
2.0369794423119445,0.0018898697723923779,0.6,0.07580009570857027,0.07354852456370746,11.845564230420983,0.019054776858021132,0.7816856060606061,2,0.019054776858021132
2.033512825778585,0.0018806351380798879,0.6,0.07558511166668466,0.07237685541347287,12.018330707471401,0.019830385891307055,0.6055208333333333,3,0.019830385891307055
1.9714661870942167,0.001870320091267966,0.6,0.07610190723040532,0.07367831225529112,12.019240956789282,0.023181095007329528,0.5999738219895288,6,0.023181095007329528
1.971581769779539,0.0018748580228658822,0.5968747572530019,0.07722965065817551,0.07289953482627298,12.121698367760287,0.023165441807203695,0.6056806282722513,7,0.023165441807203695
1.8885670583755692,0.0018682205190737066,0.5977245384041976,0.08255227292927268,0.07387558321506717,12.130605681717794,0.027837814648021493,0.6088461538461538,10,0.027837814648021493
1.8888163430696754,0.001858549944773065,0.6,0.08604200269537156,0.07389024736386295,12.149960398094978,0.026690531689260274,0.6039896373056994,11,0.026690531689260274
1.825393748796691,0.0018455161120285693,0.6,0.09006343117213465,0.07496410343156147,12.04107229662006,0.03054974115878816,0.6085567010309278,14,0.03054974115878816
1.8215920075074785,0.001851569125602368,0.5999583434211402,0.09195473910118244,0.07666826759287935,11.9756999045234,0.03017037455715041,0.608419689119171,15,0.03017037455715041
1.7780794660925885,0.0018594895612111027,0.6,0.09289579779410716,0.07796658484476078,11.885791487928705,0.033485816564840724,0.6050769230769231,18,0.033485816564840724
1.7763522297933678,0.0018652398532075678,0.6,0.0945937526691112,0.07766910661639996,12.018954287743744,0.0330773722773393,0.6027179487179487,19,0.0330773722773393
1.7278008838531085,0.0018719525343138625,0.6,0.09869510860308091,0.08049397943868605,11.990908039942406,0.036055888533546146,0.6109644670050761,22,0.036055888533546146
1.7234209812665824,0.0018778107740359245,0.6,0.10288980622975018,0.08223064724853003,11.90791306727673,0.03510557633625003,0.6112182741116752,23,0.03510557633625003
1.6977092901334156,0.0018866531779265605,0.5996136129986093,0.10543980279874166,0.08134611229216994,11.913222646923447,0.03701747348897628,0.6177525252525252,26,0.03701747348897628
1.695721429820394,0.0018969127836404303,0.6,0.10573642432138607,0.08262063802297229,11.74231652691704,0.03651141468103672,0.61,27,0.03651141468103672
1.6629734405852419,0.001895484126487093,0.6,0.11140871074933055,0.08312648809615199,11.925175658410271,0.03868833130550505,0.6080456852791878,30,0.03868833130550505
1.6601359547938817,0.0018973771020496758,0.5994478630916905,0.11229876689547297,0.08321543883091392,11.96905736967238,0.038270454665189454,0.612295918367347,31,0.038270454665189454
1.6120663815690657,0.0019045300347322355,0.5998363499161824,0.11472787158928956,0.08465715872913734,11.857336676337162,0.041226173301235375,0.6196173469387755,34,0.041226173301235375
1.6176846117976775,0.0018991312086537409,0.6,0.11944882415638017,0.08490708079166678,11.793493503486053,0.04022664848006857,0.60625,35,0.04022664848006857
1.652760329207146,0.0019051046861211537,0.6,0.12112829550237655,0.08478068512875798,11.822967882336723,0.04209171415986483,0.608459595959596,39,0.04209171415986483
1.6455257096550033,0.0019103919354634758,0.6,0.12092394331209434,0.08542620136761835,11.772132963355514,0.042052657180362,0.618225,40,0.042052657180362
1.5795083476707272,0.0019104071004808485,0.6,0.12810539460305007,0.08602235265120618,11.629725431951647,0.045556767682715105,0.62248730964467,43,0.045556767682715105
1.5858346604813094,0.001907336764596028,0.6,0.1272752844443743,0.08661836621280461,11.673737424174508,0.043570133941730704,0.6148762376237624,44,0.043570133941730704
1.5444488841196828,0.0019101426773935593,0.6,0.12972137673431933,0.08831127530971312,11.683216042814411,0.04561637838754166,0.61495,47,0.04561637838754166
1.5435647075267656,0.0019062577755087975,0.6,0.13347822028065576,0.08796099079694357,11.671125465946998,0.04489925412884499,0.6195384615384616,48,0.04489925412884499
1.5093820217712248,0.001908117421875127,0.6,0.13750473302963365,0.08879850137828174,11.480962106019065,0.046011737622386126,0.618825,51,0.046011737622386126
1.5093820217712248,0.001908117421875127,0.6,0.13750473302963365,0.08879850137828174,11.480962106019065,0.04480935240139825,0.6223267326732673,52,0.04480935240139825
1.4656953018420025,0.001918616507104513,0.6,0.1421956658142727,0.09089865724807704,11.371117462139289,0.045742477145734074,0.6200497512437811,55,0.045742477145734074
1.4459954937766712,0.0019199901910410683,0.6,0.1427747728713055,0.08994167764552073,11.290394514068106,0.04529480491188598,0.619225,56,0.04529480491188598
1.3971726171081613,0.0019093331600184829,0.6,0.1538523335857767,0.09161561895668627,11.398174193421884,0.04675632322944696,0.6133582089552239,59,0.04675632322944696
1.406920085640498,0.0019109205212398876,0.5977554773405889,0.1562077989456512,0.090994340242016,11.33106189137202,0.04433128943845533,0.6097317073170732,60,0.04433128943845533
