Time_s,Current_A,V_model,SoC_model,V_rc,y1,y2
0.0,4.0,3.8495240103071624,0.9997704157348883,0.06193578074000664,4088.572736712122,2791.5828030927896
0.3949845456014131,4.0,3.801839300884237,0.9995408314697769,0.11017141528046265,4086.9958780889056,2791.5797235336004
0.7899690912028262,4.0,3.764824276049715,0.9993112472046654,0.1477373652325159,4085.42208422751,2791.57357921259
1.1849536368042393,4.0,3.7361188099277665,0.9990816629395538,0.17699375647199617,4083.851340401669,2791.5643848560253
1.5799381824056524,4.0,3.7138848346381472,0.9988520786744421,0.19977865687914678,4082.2836319558764,2791.552155119412
1.9749227280070656,4.0,3.696690861476385,0.9986224944093307,0.21752355515843966,4080.7189443050465,2791.536904587836
2.3699072736084785,4.0,3.6834220459184808,0.9983929101442192,0.23134329583387536,4079.1572629341745,2791.5186477763023
2.764891819209892,4.0,3.6732101461761384,0.9981633258791077,0.24210612069374846,4077.5985733980015,2791.49739913007
3.159876364811305,4.0,3.6653789748647405,0.9979337416139962,0.250488217122678,4076.0428613206777,2791.4731730249882
3.554860910412718,4.0,3.6594019167196405,0.9977041573488847,0.25701620038530837,4074.49011239543,2791.4459837678305
3.949845456014131,4.0,3.6548688433603584,0.9974745730837731,0.26210019886212194,4072.94031238423,2791.415845596625
4.344830001615544,4.0,3.651460346483014,0.9972449888186614,0.26605962085699814,4071.3934471174625,2791.3827726809864
4.739814547216957,4.0,3.648927670650426,0.99701540455355,0.26914322180711786,4069.849502493599,2791.3467791224443
5.13479909281837,4.0,3.6470770849333234,0.9967858202884384,0.27154473264175083,4068.3084644788687,2791.307878954769
5.529783638419784,4.0,3.6457577115322883,0.996556236023327,0.27341503116031746,4066.770319106933,2791.266086144299
5.924768184021197,4.0,3.6448520466989818,0.9963266517582156,0.27487162111115443,4065.2350524785625,2791.221414590264
6.31975272962261,4.0,3.6442685784221878,0.996097067493104,0.27600601450548023,4063.7026507613136,2791.1738781251074
6.714737275224023,4.0,3.6439360370759064,0.9958674832279926,0.27688948096929217,4062.1731001892085,2791.123490514807
7.109721820825436,4.0,3.6437989178196037,0.995637898962881,0.27757752534312624,4060.6463870624148,2791.0702654591955
7.504706366426849,4.0,3.6438139934400047,0.9954083146977696,0.2781133748402561,4059.1224977469283,2791.0142165922766
7.899690912028262,4.0,3.643947598549563,0.9951787304326579,0.2785306948482293,4057.6014186742564,2790.9553574825427
8.294675457629674,4.0,3.6441735145180933,0.9949491461675465,0.27885570399723014,4056.0831363411044,2790.8937016332893
8.689660003231088,4.0,3.6444713222558778,0.9947195619024348,0.27910882137697735,4054.56763730906,2790.829262482928
9.084644548832502,4.0,3.644825119359852,0.9944899776373233,0.2793059493905335,4053.054908204284,2790.7620534052985
9.479629094433914,4.0,3.6448595346089068,0.9942603933722118,0.2794594728418563,4051.544935717198,2790.6920877099788
9.874613640035328,4.0,3.643768297031632,0.9940308091071003,0.2795790370259663,4050.0377066021765,2790.6193786425943
10.26959818563674,4.0,3.6427035069582554,0.9938012248419887,0.27967215370617854,4048.5332076772406,2790.5439393851243
10.664582731238154,4.0,3.641659314221624,0.9935716405768771,0.2797446730496448,4047.0314258237504,2790.4657830562087
11.059567276839568,4.0,3.6406311627069807,0.9933420563117656,0.27980115117112414,4045.5323479861013,2790.384922711452
11.45455182244098,4.0,3.639615504108581,0.9931124720466541,0.27984513637635866,4044.035961171422,2790.301371343726
11.849536368042394,4.0,3.6386095750031364,0.9928828877815427,0.2798793920886389,4042.5422524492715,2790.2151418834706
12.244520913643806,4.0,3.637611223234423,0.992653303516431,0.27990607046418736,4041.05120895134,2790.126247198996
12.63950545924522,4.0,3.63661877270149,0.9924237192513193,0.2799268476039556,4039.562817871151,2790.0347000967795
13.034490004846633,4.0,3.635630918055604,0.9921941349862079,0.2799430288566771,4038.0770664637625,2789.940513321762
13.429474550448045,4.0,3.634646642690149,0.9919645507210963,0.2799556308289677,4036.5939420454733,2789.8436995576453
13.824459096049459,4.0,3.633665154871097,0.9917349664559849,0.27996544525485584,4035.1134319935272,2789.744271427186
14.219443641650871,4.0,3.632685837995366,0.9915053821908735,0.2799730887374229,4033.6355237458206,2789.6422414924873
14.614428187252285,4.0,3.631708211851992,0.9912757979257618,0.27997904148763153,4032.160204800611,2789.537622255291
15.009412732853699,4.0,3.630731902452303,0.9910462136606503,0.2799836774941554,4030.6874627162283,2789.4304261572684
15.40439727845511,4.0,3.629756618533628,0.9908166293955388,0.27998728801966655,4029.2172851107835,2789.320665580308
15.799381824056525,4.0,3.6287821332603682,0.9905870451304273,0.2799900998997619,4027.7496596618835,2789.2083528468024
16.19436636965794,4.0,3.627808269972784,0.9903574608653158,0.2799922897941821,4026.2845741063447,2789.093500219936
16.58935091525935,4.0,3.6268348910881296,0.9901278766002042,0.2799939952856714,4024.8220162399084,2788.9761199039663
16.984335460860763,4.0,3.625861889456858,0.9898982923350927,0.2799953235237788,4023.361973916958,2788.8562240445112
17.379320006462176,4.0,3.624889181630815,0.9896687080699812,0.27999635795665695,4021.9044350502363,2788.733824728827
17.77430455206359,4.0,3.623916702620515,0.9894391238048698,0.27999716357379245,4020.449387610566,2788.6089339860914
18.169289097665004,4.0,3.622944401812094,0.9892095395397581,0.2799977909890485,4018.996819626571,2788.481563787681
18.564273643266414,4.0,3.6219722397874374,0.9889799552746467,0.27999827962054114,4017.546719184397,2788.3517260474496
18.959258188867828,4.0,3.6211309461588868,0.988750371009535,0.27999866016713026,4016.099074427436,2788.2194326220047
