Q,k,c,R_s,R1,C1,_meta_loss,_meta_acc_rate,Cycle,RMSE
2.013375503389003,0.00959330860887472,0.5145258568945,0.10261818588640352,0.0013778120604310943,11.189087259306087,0.04479509617440941,0.5271851851851852,1,0.04479509617440941
1.8658202370168557,0.009536529966256764,0.5109553419397398,0.10790696426552676,0.0013542860397324234,11.255621623295095,0.04127542749402047,0.3504250559284116,3,0.04127542749402047
1.8837844469968323,0.009655703665389977,0.5165535977111003,0.11310353968502587,0.0013509434368946128,11.297355474059572,0.040862775116574365,0.37655480984340045,5,0.040862775116574365
1.854528836122538,0.009677548045038323,0.510295145020811,0.10987880840836257,0.0013580551578390556,11.387126462789015,0.040873823180737685,0.39695749440715883,7,0.040873823180737685
1.854528836122538,0.009677548045038323,0.510295145020811,0.10987880840836257,0.0013580551578390556,11.387126462789015,0.040162395004463426,0.3556152125279642,9,0.040162395004463426
1.8555754732534335,0.00963577706705764,0.5026468761374073,0.10930907466074763,0.0013663644336512806,11.240769863865236,0.04205348170723362,0.3584787472035794,11,0.04205348170723362
1.8555754732534335,0.00963577706705764,0.5026468761374073,0.10930907466074763,0.0013663644336512806,11.240769863865236,0.04158147920067777,0.3486800894854586,13,0.04158147920067777
1.8720322882609883,0.009662863535923997,0.5061798557322422,0.10904569400633247,0.0013412124666276534,11.199116458281196,0.03607384967087383,0.38093959731543625,15,0.03607384967087383
1.846385319662356,0.00956305867194236,0.5062290766629349,0.10289880933863081,0.0013778462825010224,11.477004417983126,0.03522552468937663,0.3574944071588367,17,0.03522552468937663
1.8450877294951817,0.009656678805995007,0.5111334286809923,0.1071484911261247,0.001339765173265911,11.661729391691509,0.03450425286949407,0.3428187919463087,19,0.03450425286949407
1.8450877294951817,0.009656678805995007,0.5111334286809923,0.1071484911261247,0.001339765173265911,11.661729391691509,0.03444094740425743,0.34671140939597317,21,0.03444094740425743
1.8340852982246343,0.009732093184030977,0.5169416679437858,0.10400725453241214,0.001345322913741828,11.499754903263357,0.029809253270854284,0.36263982102908277,24,0.029809253270854284
1.832874947978537,0.009636801718071948,0.5218710599201688,0.10477579401583453,0.0013522546691023324,11.55687484851602,0.027590965445812368,0.3510514541387025,26,0.027590965445812368
1.832874947978537,0.009636801718071948,0.5218710599201688,0.10477579401583453,0.0013522546691023324,11.55687484851602,0.02905727916308573,0.3305592841163311,28,0.02905727916308573
1.82404761747012,0.00960253593356192,0.5147349853671006,0.10434019320040283,0.0013396086494554392,11.487639759321313,0.0297059063434513,0.372751677852349,30,0.0297059063434513
1.8213695939296832,0.00953422973476453,0.5159315406864277,0.1063903265826249,0.0013313780875828958,11.482372272542456,0.025378522432756945,0.34,32,0.025378522432756945
1.8221277562451539,0.009640598311730237,0.5085884200400013,0.10525191036147358,0.0013388046991513077,11.170886038513911,0.024672642240549252,0.33950782997762863,34,0.024672642240549252
1.8225399267922457,0.009526658463344025,0.5335807378748157,0.10718720083573484,0.0013136890507659284,11.296300559722425,0.03158894981413616,0.3188814317673378,36,0.03158894981413616
1.8209427965461586,0.009507348283642716,0.5367257345432253,0.10822447606068755,0.0013032942759062126,10.940555406995987,0.02871164844264559,0.3440715883668904,38,0.02871164844264559
1.8659381487927595,0.00949680034038645,0.539566054655732,0.10638411671007837,0.0013403276287943138,11.048443011392857,0.027780213470728468,0.3473825503355705,41,0.027780213470728468
1.8659381487927595,0.00949680034038645,0.539566054655732,0.10638411671007837,0.0013403276287943138,11.048443011392857,0.03075235170818094,0.3637136465324385,45,0.03075235170818094
1.8555837602756344,0.009465663986351517,0.5318724558822354,0.10554252362536434,0.0013190120923321775,10.92219011746541,0.026193867530985956,0.35011185682326623,49,0.026193867530985956
